ElectionDate,ElectionName,ContestNumber,ContestName,PrecinctNumber,WardNumber,Candidate,Party,Votes
6/21/2022 12:00:00 AM,Primary Election,22,DEM CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Write-in,DEM,6
6/21/2022 12:00:00 AM,Primary Election,22,DEM CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,48
6/21/2022 12:00:00 AM,Primary Election,23,REP CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Nate Derenge,REP,13
6/21/2022 12:00:00 AM,Primary Election,23,REP CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Write-in,REP,1
6/21/2022 12:00:00 AM,Primary Election,23,REP CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,23,REP CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,2
6/21/2022 12:00:00 AM,Primary Election,24,STG CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,24,STG CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Write-in,STG,4
6/21/2022 12:00:00 AM,Primary Election,24,STG CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,25,LIB CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,25,LIB CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,25,LIB CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,26,DEM AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Dexter Williams,DEM,85
6/21/2022 12:00:00 AM,Primary Election,26,DEM AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Anita Bonds,DEM,278
6/21/2022 12:00:00 AM,Primary Election,26,DEM AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Lisa Gore,DEM,336
6/21/2022 12:00:00 AM,Primary Election,26,DEM AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Nate Fleming,DEM,273
6/21/2022 12:00:00 AM,Primary Election,26,DEM AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Write-in,DEM,3
6/21/2022 12:00:00 AM,Primary Election,26,DEM AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,8
6/21/2022 12:00:00 AM,Primary Election,26,DEM AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,93
6/21/2022 12:00:00 AM,Primary Election,27,REP AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Giuseppe Niosi,REP,12
6/21/2022 12:00:00 AM,Primary Election,27,REP AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Write-in,REP,1
6/21/2022 12:00:00 AM,Primary Election,27,REP AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,27,REP AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,3
6/21/2022 12:00:00 AM,Primary Election,28,STG AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Write-in,STG,4
6/21/2022 12:00:00 AM,Primary Election,28,STG AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,28,STG AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,29,LIB AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,29,LIB AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,29,LIB AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,30,DEM MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,Salah Czapary,DEM,317
6/21/2022 12:00:00 AM,Primary Election,30,DEM MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,Sabel Harris,DEM,224
6/21/2022 12:00:00 AM,Primary Election,30,DEM MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,Brianne K. Nadeau,DEM,506
6/21/2022 12:00:00 AM,Primary Election,30,DEM MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,Write-in,DEM,1
6/21/2022 12:00:00 AM,Primary Election,30,DEM MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,OVER VOTES,,4
6/21/2022 12:00:00 AM,Primary Election,30,DEM MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,UNDER VOTES,,24
6/21/2022 12:00:00 AM,Primary Election,34,REP MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,Write-in,REP,7
6/21/2022 12:00:00 AM,Primary Election,34,REP MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,34,REP MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,UNDER VOTES,,9
6/21/2022 12:00:00 AM,Primary Election,38,STG MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,Write-in,STG,4
6/21/2022 12:00:00 AM,Primary Election,38,STG MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,38,STG MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,42,LIB MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,42,LIB MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,42,LIB MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA WARD ONE,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,46,DEM ATTORNEY GENERALFOR THE DISTRICT OF COLUMBIA,23,1,Brian Schwalb,DEM,455
6/21/2022 12:00:00 AM,Primary Election,46,DEM ATTORNEY GENERALFOR THE DISTRICT OF COLUMBIA,23,1,Write-in,DEM,2
6/21/2022 12:00:00 AM,Primary Election,46,DEM ATTORNEY GENERALFOR THE DISTRICT OF COLUMBIA,23,1,Ryan L. Jones,DEM,138
6/21/2022 12:00:00 AM,Primary Election,46,DEM ATTORNEY GENERALFOR THE DISTRICT OF COLUMBIA,23,1,Bruce V. Spiva,DEM,401
6/21/2022 12:00:00 AM,Primary Election,46,DEM ATTORNEY GENERALFOR THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,2
6/21/2022 12:00:00 AM,Primary Election,46,DEM ATTORNEY GENERALFOR THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,78
6/21/2022 12:00:00 AM,Primary Election,47,REP ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,Write-in,REP,7
6/21/2022 12:00:00 AM,Primary Election,47,REP ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,47,REP ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,9
6/21/2022 12:00:00 AM,Primary Election,48,STG ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,Write-in,STG,4
6/21/2022 12:00:00 AM,Primary Election,48,STG ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,48,STG ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,49,LIB ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,49,LIB ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,49,LIB ATTORNEY GENERAL FOR THE DISTRICT OF COLUMBIA,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,50,DEM UNITED STATES REPRESENTATIVE,23,1,Linda L. Gray,DEM,310
6/21/2022 12:00:00 AM,Primary Election,50,DEM UNITED STATES REPRESENTATIVE,23,1,Oye Owolewa,DEM,560
6/21/2022 12:00:00 AM,Primary Election,50,DEM UNITED STATES REPRESENTATIVE,23,1,UNDER VOTES,,188
6/21/2022 12:00:00 AM,Primary Election,50,DEM UNITED STATES REPRESENTATIVE,23,1,Write-in,DEM,16
6/21/2022 12:00:00 AM,Primary Election,50,DEM UNITED STATES REPRESENTATIVE,23,1,OVER VOTES,,2
6/21/2022 12:00:00 AM,Primary Election,51,REP UNITED STATES REPRESENTATIVE,23,1,Write-in,REP,5
6/21/2022 12:00:00 AM,Primary Election,51,REP UNITED STATES REPRESENTATIVE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,51,REP UNITED STATES REPRESENTATIVE,23,1,UNDER VOTES,,11
6/21/2022 12:00:00 AM,Primary Election,52,STG UNITED STATES REPRESENTATIVE,23,1,Write-in,STG,4
6/21/2022 12:00:00 AM,Primary Election,52,STG UNITED STATES REPRESENTATIVE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,52,STG UNITED STATES REPRESENTATIVE,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,53,LIB UNITED STATES REPRESENTATIVE,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,53,LIB UNITED STATES REPRESENTATIVE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,53,LIB UNITED STATES REPRESENTATIVE,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,54,DEM NATIONAL COMMITTEEMAN,23,1,Kevin B. Chavous,DEM,691
6/21/2022 12:00:00 AM,Primary Election,54,DEM NATIONAL COMMITTEEMAN,23,1,Write-in,DEM,19
6/21/2022 12:00:00 AM,Primary Election,54,DEM NATIONAL COMMITTEEMAN,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,54,DEM NATIONAL COMMITTEEMAN,23,1,UNDER VOTES,,366
6/21/2022 12:00:00 AM,Primary Election,55,DEM NATIONAL COMMITTEEWOMAN,23,1,Denise L. Reed,DEM,677
6/21/2022 12:00:00 AM,Primary Election,55,DEM NATIONAL COMMITTEEWOMAN,23,1,UNDER VOTES,,385
6/21/2022 12:00:00 AM,Primary Election,55,DEM NATIONAL COMMITTEEWOMAN,23,1,Write-in,DEM,13
6/21/2022 12:00:00 AM,Primary Election,55,DEM NATIONAL COMMITTEEWOMAN,23,1,OVER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,Charles E. Wilson,DEM,500
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,James S. Bubar,DEM,432
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,Dave Donaldson,DEM,434
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,Write-in,DEM,32
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,Keith Hasan-Towery,DEM,436
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,James J. Sydnor,DEM,435
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,Matt LaFortune,DEM,437
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,John Green,DEM,449
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,OVER VOTES,,35
6/21/2022 12:00:00 AM,Primary Election,56,DEM AT-LARGE COMMITTEEMAN,23,1,UNDER VOTES,,4342
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,Andria Thomas,DEM,437
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,Monica L. Roaché,DEM,449
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,Linda L. Gray,DEM,513
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,Dionna Maria Lewis,DEM,440
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,"Patricia ""Pat"" Elwood",DEM,434
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,Maria Patricia Corrales,DEM,439
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,Chioma J. Iwuoha,DEM,454
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,Write-in,DEM,25
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,OVER VOTES,,21
6/21/2022 12:00:00 AM,Primary Election,57,DEM AT-LARGE COMMITTEEWOMAN,23,1,UNDER VOTES,,4320
6/21/2022 12:00:00 AM,Primary Election,58,DEM COMMITTEEMAN WARD ONE,23,1,UNDER VOTES,,1106
6/21/2022 12:00:00 AM,Primary Election,58,DEM COMMITTEEMAN WARD ONE,23,1,Stanley J. Mayes,DEM,536
6/21/2022 12:00:00 AM,Primary Election,58,DEM COMMITTEEMAN WARD ONE,23,1,Ethan Arnheim,DEM,499
6/21/2022 12:00:00 AM,Primary Election,58,DEM COMMITTEEMAN WARD ONE,23,1,Write-in,DEM,11
6/21/2022 12:00:00 AM,Primary Election,58,DEM COMMITTEEMAN WARD ONE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,66,DEM COMMITTEEWOMAN WARD ONE,23,1,UNDER VOTES,,1113
6/21/2022 12:00:00 AM,Primary Election,66,DEM COMMITTEEWOMAN WARD ONE,23,1,E. Gail Anderson Holness,DEM,472
6/21/2022 12:00:00 AM,Primary Election,66,DEM COMMITTEEWOMAN WARD ONE,23,1,Anita Bellamy Shelton,DEM,553
6/21/2022 12:00:00 AM,Primary Election,66,DEM COMMITTEEWOMAN WARD ONE,23,1,Write-in,DEM,12
6/21/2022 12:00:00 AM,Primary Election,66,DEM COMMITTEEWOMAN WARD ONE,23,1,OVER VOTES,,2
6/21/2022 12:00:00 AM,Primary Election,74,REP CHAIRPERSON WARD ONE,23,1,UNDER VOTES,,9
6/21/2022 12:00:00 AM,Primary Election,74,REP CHAIRPERSON WARD ONE,23,1,Write-in,REP,7
6/21/2022 12:00:00 AM,Primary Election,74,REP CHAIRPERSON WARD ONE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,82,LIB CHAIR,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,82,LIB CHAIR,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,82,LIB CHAIR,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,83,LIB VICE CHAIR,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,83,LIB VICE CHAIR,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,83,LIB VICE CHAIR,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,84,LIB SECRETARY,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,84,LIB SECRETARY,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,84,LIB SECRETARY,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,85,LIB TREASURER,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,85,LIB TREASURER,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,85,LIB TREASURER,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,86,LIB AT-LARGE MEMBER ONE,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,86,LIB AT-LARGE MEMBER ONE,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,86,LIB AT-LARGE MEMBER ONE,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,87,LIB AT-LARGE MEMBER TWO,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,87,LIB AT-LARGE MEMBER TWO,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,87,LIB AT-LARGE MEMBER TWO,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,88,LIB AT-LARGE MEMBER FOUR,23,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,88,LIB AT-LARGE MEMBER FOUR,23,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,88,LIB AT-LARGE MEMBER FOUR,23,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,24,1,,CITYWIDE,3147
6/21/2022 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,24,1,,DEM,2903
6/21/2022 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,24,1,,REP,193
6/21/2022 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,24,1,,STG,20
6/21/2022 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,24,1,,LIB,31
6/21/2022 12:00:00 AM,Primary Election,-2,REGISTERED VOTERS - TOTAL,24,1,,NPN,0
6/21/2022 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,24,1,,CITYWIDE,1191
6/21/2022 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,24,1,,DEM,1177
6/21/2022 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,24,1,,REP,12
6/21/2022 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,24,1,,STG,2
6/21/2022 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,24,1,,LIB,0
6/21/2022 12:00:00 AM,Primary Election,-1,BALLOTS CAST - TOTAL,24,1,,NPN,0
6/21/2022 12:00:00 AM,Primary Election,14,DEM DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,52
6/21/2022 12:00:00 AM,Primary Election,14,DEM DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,Write-in,DEM,12
6/21/2022 12:00:00 AM,Primary Election,14,DEM DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,14,DEM DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,Kelly Mikel Williams,DEM,63
6/21/2022 12:00:00 AM,Primary Election,14,DEM DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,"Wendy ""Hope Dealer"" Hamilton",DEM,74
6/21/2022 12:00:00 AM,Primary Election,14,DEM DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,Eleanor H. Norton,DEM,976
6/21/2022 12:00:00 AM,Primary Election,15,REP DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,Nelson F. Rimensnyder,REP,8
6/21/2022 12:00:00 AM,Primary Election,15,REP DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,3
6/21/2022 12:00:00 AM,Primary Election,15,REP DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,15,REP DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,Write-in,REP,1
6/21/2022 12:00:00 AM,Primary Election,16,STG DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,16,STG DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,16,STG DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,Write-in,STG,1
6/21/2022 12:00:00 AM,Primary Election,17,LIB DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,17,LIB DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,17,LIB DELEGATE TO THE HOUSE OF REPRESENTATIVES FROM THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,18,DEM MAYOR OF THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,18,DEM MAYOR OF THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,11
6/21/2022 12:00:00 AM,Primary Election,18,DEM MAYOR OF THE DISTRICT OF COLUMBIA,24,1,James Butler,DEM,14
6/21/2022 12:00:00 AM,Primary Election,18,DEM MAYOR OF THE DISTRICT OF COLUMBIA,24,1,Write-in,DEM,6
6/21/2022 12:00:00 AM,Primary Election,18,DEM MAYOR OF THE DISTRICT OF COLUMBIA,24,1,Robert White,DEM,594
6/21/2022 12:00:00 AM,Primary Election,18,DEM MAYOR OF THE DISTRICT OF COLUMBIA,24,1,"Trayon ""Washington DC"" White",DEM,9
6/21/2022 12:00:00 AM,Primary Election,18,DEM MAYOR OF THE DISTRICT OF COLUMBIA,24,1,Muriel E. Bowser,DEM,541
6/21/2022 12:00:00 AM,Primary Election,19,REP MAYOR OF THE DISTRICT OF COLUMBIA,24,1,Stacia R. Hall,REP,10
6/21/2022 12:00:00 AM,Primary Election,19,REP MAYOR OF THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,19,REP MAYOR OF THE DISTRICT OF COLUMBIA,24,1,Write-in,REP,1
6/21/2022 12:00:00 AM,Primary Election,19,REP MAYOR OF THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,1
6/21/2022 12:00:00 AM,Primary Election,20,STG MAYOR OF THE DISTRICT OF COLUMBIA,24,1,Write-in,STG,2
6/21/2022 12:00:00 AM,Primary Election,20,STG MAYOR OF THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,20,STG MAYOR OF THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,21,LIB MAYOR OF THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,21,LIB MAYOR OF THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,21,LIB MAYOR OF THE DISTRICT OF COLUMBIA,24,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,22,DEM CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,Erin Palmer,DEM,593
6/21/2022 12:00:00 AM,Primary Election,22,DEM CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,Phil Mendelson,DEM,522
6/21/2022 12:00:00 AM,Primary Election,22,DEM CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,Write-in,DEM,2
6/21/2022 12:00:00 AM,Primary Election,22,DEM CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,22,DEM CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,59
6/21/2022 12:00:00 AM,Primary Election,23,REP CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,Nate Derenge,REP,9
6/21/2022 12:00:00 AM,Primary Election,23,REP CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,23,REP CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,Write-in,REP,1
6/21/2022 12:00:00 AM,Primary Election,23,REP CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,2
6/21/2022 12:00:00 AM,Primary Election,24,STG CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,24,STG CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,24,STG CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,Write-in,STG,2
6/21/2022 12:00:00 AM,Primary Election,25,LIB CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,Write-in,LIB,0
6/21/2022 12:00:00 AM,Primary Election,25,LIB CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,UNDER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,25,LIB CHAIRMAN OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,OVER VOTES,,0
6/21/2022 12:00:00 AM,Primary Election,26,DEM AT-LARGE MEMBER OF THE COUNCIL OF THE DISTRICT OF COLUMBIA,24,1,Nate Fleming,DEM,330
